Category,Message
real,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
real,Also remember to get dobby's bowl from your car
spam,Filthy stories and GIRLS waiting for your
real,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
real,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
real,Welp apparently he retired
real,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
real,Where @
real,U sure u can't take any sick time?
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
real,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
real,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
real,Are you this much buzy
real,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
real,I am not sure about night menu. . . I know only about noon menu
real,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
real,Are you willing to go for aptitude class.
real,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
real,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
real,"Haha awesome, omw back now then"
real,Yup i thk so until e shop closes lor.
real,what is your account number?
real,Eh u send wrongly lar...
real,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya
real,Ok i shall talk to him
real,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
real,Hey you can pay. With salary de. Only  &lt;#&gt; .
real,Another month. I need chocolate weed and alcohol.
real,If he started searching he will get job in few days.he have great potential and talent.
real,Reckon need to be in town by eightish to walk from * carpark.
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
real,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
real,Yo guess what I just dropped
real,Carlos says he'll be at mu in  &lt;#&gt;  minutes
real,I'm in office now . I will call you  &lt;#&gt;  min:)
real,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
real,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn"
real,Ugh. Gotta drive back to sd from la. My butt is sore.
real,26th OF JULY
real,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
real,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
real,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
real,"I can't, I don't have her number!"
real,Change again... It's e one next to escalator...
real,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
real,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?
real,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.
real,"Aight will do, thanks again for comin out"
real,No..but heard abt tat..
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
real,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
real,&lt;#&gt;  am I think? Should say on syllabus
real,Umma. Did she say anything
real,Give me a sec to think think about it
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
real,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
real,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
real,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
real,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
real,"I just got home babe, are you still awake ?"
real,I dunno they close oredi not... Ü v ma fan...
real,Just buy a pizza. Meat lovers or supreme. U get to pick.
real,"Ya, told..she was asking wats matter?"
real,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
real,Shall i send that exe to your mail id.
real,Nope watching tv at home... Not going out. V bored...
real,Don know..wait i will check it.
real,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
real,We still on for tonight?
real,May i call You later Pls
real,Hasn't that been the pattern recently crap weekends?
real,I have a sore throat. It's scratches when I talk
real,Yes da. Any plm at ur office
real,Are you not around or just still asleep? :V
real,"Lol you forgot it eh ? Yes, I'll bring it in babe"
real,"Its good, we'll find a way"
real,Can not use foreign stamps in this country. Good lecture .
real,Yup bathe liao...
real,HAPPY NEW YEAR MY NO.1 MAN
real,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
real,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
real,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
real,"No my blankets are sufficient, thx"
real,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
real,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
real,They just talking thats it de. They wont any other.
real,Today am going to college so am not able to atten the class.
real,I'm in class. Will holla later
real,Easy ah?sen got selected means its good..
real,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
real,"Come round, it's ."
real,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
real,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
real,Are you available for soiree on June 3rd?
real,Do u noe wat time e place dat sells 4d closes?
real,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
real,Jay's getting really impatient and belligerent
real,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
real,I'm at work. Please call
real,Then u drive lor.
real,Ard 515 like dat. Y?
real,Tell me they're female :V how're you throwing in? We're deciding what all to get now
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
real,I'm working technical support :)voice process.networking field.
real,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
real,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
real,"That's fine, I'll bitch at you about it later then"
real,No my mum went 2 dentist.
real,Once free call me sir. I am waiting for you.
real,Meeting u is my work. . . Tel me when shall i do my work tomorrow
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
real,Jus finish bathing...
real,"alright, I'll make sure the car is back tonight"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
real,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
real,Aight ill get on fb in a couple minutes
real,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
real,Where can download clear movies. Dvd copies.
real,"Yep, by the pretty sculpture"
real,Convey my regards to him
real,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
real,You tell what happen dont behave like this to me. Ok no need to say
